adcode,name,longitude,latitude
120113000000,北辰区,117.1414027,39.23034391
120114000000,武清区,117.0505972,39.38987123
120115000000,宝坻区,117.3166007,39.72319448
120116000000,滨海新区,117.7173988,39.00941577
120117000000,宁河区,117.8323933,39.33695643
120118000000,静海区,116.9804686,38.95337069
120119000000,蓟州区,117.4145787,40.05150879
130102000000,长安区,114.5456116,38.04325614
130104000000,桥西区,114.4566,38.03115465
130105000000,新华区,114.4694384,38.05711954
130107000000,井陉矿区,114.0686319,38.07056583
130108000000,裕华区,114.5375829,38.01208769
130109000000,藁城区,114.8533779,38.02781656
130110000000,鹿泉区,114.3205976,38.09174946
130111000000,栾城区,114.6545756,37.90581636
130121000000,井陉县,114.151463,38.03838621
130123000000,正定县,114.5774811,38.15171373
130125000000,行唐县,114.5596068,38.44423875
130126000000,灵寿县,114.3894778,38.31462937
130127000000,高邑县,114.6184131,37.62187956
130128000000,深泽县,115.2074037,38.1904512
130129000000,赞皇县,114.3924635,37.67166706
130130000000,无极县,114.9824393,38.18543617
130131000000,平山县,114.202332,38.25366252
130132000000,元氏县,114.5325655,37.77233855
130133000000,赵县,114.7825966,37.76185852
130181000000,辛集市,115.2244508,37.94930904
130183000000,晋州市,115.050529,38.03949131
130184000000,新乐市,114.6905322,38.34929265
130202000000,路南区,118.1606067,39.63104285
130203000000,路北区,118.2063992,39.6306608
130204000000,古冶区,118.4534009,39.73973591
130205000000,开平区,118.2686076,39.67714364
130207000000,丰南区,118.0903656,39.58154049
130208000000,丰润区,118.1685413,39.83835343
130209000000,曹妃甸区,118.4664599,39.279284
130224000000,滦南县,118.6899558,39.52665246
130225000000,乐亭县,118.9193841,39.43193132
130227000000,迁西县,118.320384,40.14783715
130229000000,玉田县,117.7454344,39.90659235
130281000000,遵化市,117.9723752,40.1955332
130283000000,迁安市,118.7064574,40.00418392
130284000000,滦州市,118.7104801,39.74711577
130302000000,海港区,119.5711965,39.95330464
130303000000,山海关区,119.7824352,39.98444564
130304000000,北戴河区,119.4915261,39.84100567
130306000000,抚宁区,119.2515491,39.88141357
130321000000,青龙满族自治县,118.9564813,40.4127937
130322000000,昌黎县,119.2060942,39.70676229
130324000000,卢龙县,118.8994891,39.89795847
130402000000,邯山区,114.5376194,36.60011977
130403000000,丛台区,114.4994326,36.64267257
130404000000,复兴区,114.4685857,36.64537607
130406000000,峰峰矿区,114.2194833,36.42565361
130407000000,肥乡区,114.8065471,36.55382525
130408000000,永年区,114.490953,36.777713
130423000000,临漳县,114.5921777,36.32938113
130424000000,成安县,114.6765766,36.44979621
130425000000,大名县,115.1546125,36.29128847
130426000000,涉县,113.6975843,36.59069166
130427000000,磁县,114.3804317,36.38035894
130430000000,邱县,115.1933952,36.81736242
130431000000,鸡泽县,114.8965858,36.91639821
130432000000,广平县,114.9544149,36.48978
130433000000,馆陶县,115.2885368,36.55395673
130434000000,魏县,114.9454504,36.36615645
130435000000,曲周县,114.9634044,36.77154483
130481000000,武安市,114.2105161,36.70248829
130502000000,襄都区,114.5134711,37.07374996
130503000000,信都区,114.4743935,37.06617242
130505000000,任泽区,114.678606,37.12672678
130506000000,南和区,114.6905477,37.01099797
130522000000,临城县,114.5054433,37.45078855
130523000000,内丘县,114.5184929,37.29285791
130524000000,柏乡县,114.6994974,37.48875873
130525000000,隆尧县,114.7766161,37.35590801
130528000000,宁晋县,114.9459695,37.63074153
130529000000,巨鹿县,115.0435874,37.22708833
130530000000,新河县,115.2485472,37.5345906
130531000000,广宗县,115.1496047,37.08045712
130532000000,平乡县,115.0365817,37.06909639
130533000000,威县,115.2736176,36.98158161
130534000000,清河县,115.6743936,37.0463754
130535000000,临西县,115.5076294,36.87675997
130581000000,南宫市,115.4145291,37.3640694
130582000000,沙河市,114.5094739,36.86112734
130602000000,竞秀区,115.4654341,38.88378796
130606000000,莲池区,115.5354877,38.86067581
130607000000,满城区,115.3283751,38.95544121
130608000000,清苑区,115.4966059,38.77100177
130609000000,徐水区,115.6624795,39.02471258
130623000000,涞水县,115.720543,39.4003342
130624000000,阜平县,114.2015635,38.85535144
130626000000,定兴县,115.8144101,39.26942353
130627000000,唐县,114.9894471,38.75401993
130628000000,高阳县,115.7854472,38.70625773
130629000000,容城县,115.8686313,39.04855944
130630000000,涞源县,114.7004756,39.36627169
130631000000,望都县,115.1615876,38.70015765
130632000000,安新县,115.9424263,38.9417343
130633000000,易县,115.5036066,39.35505447
130634000000,曲阳县,114.7514548,38.6283841
130635000000,蠡县,115.5904455,38.49420096
130636000000,顺平县,115.1415974,38.84326137
130637000000,博野县,115.470467,38.463408
130638000000,雄县,116.1146014,39.00018012
130681000000,涿州市,115.9816197,39.49106583
130682000000,定州市,114.9964962,38.52219884
130683000000,安国市,115.333408,38.42482832
130684000000,高碑店市,115.8805691,39.33233545
130702000000,桥东区,114.9006058,40.79426844
130703000000,桥西区,114.8765161,40.8256057
130705000000,宣化区,115.1054444,40.61459189
130706000000,下花园区,115.2935169,40.50814518
130708000000,万全区,114.7474258,40.77314965
130709000000,崇礼区,115.2895493,40.98047789
130722000000,张北县,114.7263751,41.16494362
130723000000,康保县,114.6063558,41.85863688
130724000000,沽源县,115.6954074,41.67601588
130725000000,尚义县,113.9758094,41.08221564
130726000000,蔚县,114.5954006,39.84708864
130727000000,阳原县,114.1575241,40.10958839
130728000000,怀安县,114.3924691,40.68036934
130730000000,怀来县,115.5245529,40.42028989
130731000000,涿鹿县,115.2113835,40.38583408
130732000000,赤城县,115.8385059,40.91876122
130802000000,双桥区,117.9494279,40.98082448
130803000000,双滦区,117.8065783,40.96472915
130804000000,鹰手营子矿区,117.6656091,40.55204323
130821000000,承德县,118.1804557,40.77436719
130822000000,兴隆县,117.5074274,40.42345403
130824000000,滦平县,117.3394979,40.94756096
130825000000,隆化县,117.745451,41.31989881
130826000000,丰宁满族自治县,116.6523927,41.21533638
130827000000,宽城满族自治县,118.4915944,40.61715151
130828000000,围场满族蒙古族自治县,117.7665643,41.94432377
130881000000,平泉市,118.7074267,41.02375563
130902000000,新华区,116.8724332,38.32036672
130903000000,运河区,116.838612,38.31652274
130921000000,沧县,116.8843978,38.29945274
130922000000,青县,116.8105748,38.58846476
130923000000,东光县,116.5434096,37.89451391
130924000000,海兴县,117.504418,38.14940252
130925000000,盐山县,117.2374136,38.0643184
130926000000,肃宁县,115.8365177,38.42890592
130927000000,南皮县,116.7156012,38.04518789
130928000000,吴桥县,116.3973921,37.63390876
130929000000,献县,116.12956,38.19598144
130930000000,孟村回族自治县,117.1104361,38.05983913
130981000000,泊头市,116.584628,38.08925692
130982000000,任丘市,116.0912782,38.69203213
130983000000,黄骅市,117.3364811,38.3774939
130984000000,河间市,116.1056281,38.45135652
131002000000,安次区,116.7096333,39.52615976
131003000000,广阳区,116.7176143,39.52861145
131022000000,固安县,116.30542,39.44448486
131023000000,永清县,116.5054293,39.327853
131024000000,香河县,117.0124021,39.76793919
131025000000,大城县,116.6604092,38.71085864
131026000000,文安县,116.4646095,38.87895049
131028000000,大厂回族自治县,116.9964091,39.89220839
131081000000,霸州市,116.3983973,39.1309206
131082000000,三河市,117.0845879,39.98809955
131102000000,桃城区,115.6813953,37.74163675
131103000000,冀州区,115.5854299,37.55708603
131121000000,枣强县,115.7305629,37.51936369
131122000000,武邑县,115.8945136,37.80776428
131123000000,武强县,115.9896139,38.04685681
131124000000,饶阳县,115.7325716,38.24103753
131125000000,安平县,115.5255493,38.24050692
131126000000,故城县,115.9726022,37.35334755
131127000000,景县,116.2774108,37.69881455
131128000000,阜城县,116.1824215,37.86873246
131182000000,深州市,115.5663693,38.00694123
140105000000,小店区,112.5723962,37.74232253
140106000000,迎泽区,112.5693847,37.86953248
140107000000,杏花岭区,112.576383,37.90018625
140108000000,尖草坪区,112.493605,37.94594335
140109000000,万柏林区,112.5225768,37.86497441
140110000000,晋源区,112.4845642,37.72116886
140121000000,清徐县,112.3645576,37.61306684
140122000000,阳曲县,112.679409,38.06462082
140123000000,娄烦县,111.8035906,38.07319537
140181000000,古交市,112.1824529,37.91299996
140212000000,新荣区,113.1464437,40.26197122
140213000000,平城区,113.3044252,40.08199838
140214000000,云冈区,113.1624015,39.99683881
140215000000,云州区,113.618471,40.04622989
140221000000,阳高县,113.7554142,40.36739184
140222000000,天镇县,114.0974775,40.4264122
140223000000,广灵县,114.2885864,39.76600422
140224000000,灵丘县,114.2413682,39.44882513
140225000000,浑源县,113.6987295,39.71172415
140226000000,左云县,112.7094633,40.01962345
140302000000,城区,113.6065682,37.85343342
140303000000,矿区,113.5615212,37.87440915
140311000000,郊区,113.6006028,37.95035289
140321000000,平定县,113.6644212,37.79279638
140322000000,盂县,113.4184205,38.09197963
140403000000,潞州区,113.1295209,36.20947248
140404000000,上党区,113.0574161,36.05928648
140405000000,屯留区,112.8984748,36.32163084
140406000000,潞城区,113.2355785,36.33969127
140423000000,襄垣县,113.0574126,36.54168582
140425000000,平顺县,113.442517,36.20598946
140426000000,黎城县,113.3934325,36.5086699
140427000000,壶关县,113.2135799,36.1213346
140428000000,长子县,112.8845659,36.12800156
140429000000,武乡县,112.8706056,36.84316795
140430000000,沁县,112.705458,36.76218994
140431000000,沁源县,112.344452,36.50610335
140502000000,城区,112.8595838,35.50727892
140521000000,沁水县,112.1934262,35.69636446
140522000000,阳城县,112.4214538,35.49218132
140524000000,陵川县,113.2874066,35.78174364
140525000000,泽州县,112.7944012,35.59976973
140581000000,高平市,112.9304124,35.8043368
140602000000,朔城区,112.4383764,39.32530271
140603000000,平鲁区,112.295525,39.5173891
140621000000,山阴县,112.8224319,39.5340305
140622000000,应县,113.1974935,39.56007785
140623000000,右玉县,112.4735001,39.99485956
140681000000,怀仁市,113.1066085,39.83375689
140702000000,榆次区,112.7145035,37.70394049
140703000000,太谷区,112.5573841,37.42739558
140721000000,榆社县,112.9815986,37.07636967
140722000000,左权县,113.3854518,37.08855515
140723000000,和顺县,113.5766057,37.33480774
140724000000,昔阳县,113.7136129,37.61788404
140725000000,寿阳县,113.1834102,37.90130761
140727000000,祁县,112.3424424,37.36413128
140728000000,平遥县,112.1824556,37.19560069
